,uniqueID,duration,date,drugName,review,rating,upvotes,drug,page
3934,AnsMa...,,"November 5, 2015",,I stated taking Contrave for my binge eating on 10/1/15 and just started month two this past Monday doing two pills in the morning and two at night. For my 4 week follow up I lost 2 lbs which was a little disappointing however I know this medication is working for me. I have had no desire to binge or stack on sweets or heavy carbs. I did experience a little nausea and dizziness the first couple of weeks but they have all subsided. The only side effect I may have is waking up multiple times through the night. I give Contrave a 10 because I can mentally tell a difference and for me that is whats most important at this point of my life aside from being healthy. I eat a low carb diet and stay away from processed foods. I also do a boot-camp workout 4-5 days a week,10.0,0,bupropion-naltrexone,72
3935,barbi...,Taken for less than 1 month,"June 30, 2021",Contrave (bupropion / naltrexone),I am starting my 3rd week with 2 pills in the am and 2 pill in pm. No weight loss what so ever. I don’t feel as if I am over eating. I have noticed that I don’t snack as much. I am 55 years old. Just frustrated.,7.0,0,bupropion-naltrexone,72
3936,alivej,,"November 16, 2017",Contrave (bupropion / naltrexone),This medicine is pure trash and so are these,1.0,0,bupropion-naltrexone,72
3937,Mary,Taken for 1 to 6 months,"October 6, 2018",,"Today starts week 7 of taking Contrave. I have lost weight definitely! My clothes are looser! I haven’t had a chance to weigh myself (I don’t have a scale) but for the first time in forever I finally feel like I’m winning this battle! I have PCOS and diabetes which makes it almost impossible to lose weight even though I’m very active and eat healthy! I can’t believe that finally I don’t feel hungry constantly! I have to make myself eat!! For the first 4 or 5 weeks I struggled with constipation and a foggy, spacey feeling. Those side effects seem to have went away, but I’m still struggling with the excessive sweating making me feel so gross. I’m going to talk to my doctor and see about getting a medication to get rid of the excessive sweating since I’m seeing big benefits in my appetite control/weight loss. Has anybody else had excessive sweating that got better with time?",8.0,0,bupropion-naltrexone,72
3938,Flychic...,,"January 1, 2016",Contrave (bupropion / naltrexone),"1/1/2016, took the recommended dose 2 pills a day. I took my first two pills this morning, I felt very weak and afraid, I took a nap for two hours, I'm afraid to take the next dose of two pills so I took one instead, I'll see how it goes. I'm 45 and weigh 235. I'm trying to loose 50lbs. My appetite remains the same but it's just my first day.",,0,bupropion-naltrexone,72
3939,Anonymous,Taken for 6 months to 1 year,"January 4, 2016",,"This med has been a great for my binge eating disorder. Before Contrave I could eat more than most anyone I know and still be hungry. I don't need to lose much weight, but was relieved to find a solution to get my eating under control. It has also helped with my depression issues so much that I've quit my anti-depressant. It's so refreshing to know I can now eat what I want without spiralling out of control. My weight loss has been slow, but very steady.",10.0,0,bupropion-naltrexone,72
3940,Msjud...,Taken for less than 1 month,"November 1, 2017",Contrave (bupropion / naltrexone),"Started yesterday 10/30/17 and so far, so good! Need to lose 50 pounds so this will hopefully get me off to a good start. I feel a little less hungry and so far no side effects but it’s only been two days. I love seeing all the tips so I’ll try to drink lots of water and watch out for any side effects!",,0,bupropion-naltrexone,72
3941,Anonymous,Taken for 1 to 6 months,"December 18, 2022",,Have been on this for over a month. I'm taking the full dose. Have not lost a pound. I exercise & try to watch what I eat. No side effects at all. My Dr. said give it time. Does anyone know how much time I need to wait to see results? Getting frustrated!!,3.0,0,bupropion-naltrexone,72
3942,ASano,Taken for 1 to 6 months,"April 30, 2021",,"I am on week 12 and unfortunately have not lost any weight. Sadly, the only effect this has had on me is nausea and mild vertigo. Full disclosure I have a reduced diet (it has eliminated many of my cravings) but that doesn't seem to have effected my weight at all. Due to the high cost and lack of effects I can no longer justify the cost of the pills. It is wonderful that it has worked for so many people and just disappointing that it has had no effect on me.",1.0,0,bupropion-naltrexone,72
3943,Happy...,,"February 23, 2017",,"After years of a gambling addiction, with heavy alcohol use I started seeing My Dr wanted to discuss an Antidepressant, I found information on Contrave and approached my Dr with a compromise that I'd try the Antidepressant if he'd prescribe the Contrave, as It had Wellbutrin which was one we had previously discussed. He was reluctant at first as he didn't know about Contrave, but he did want to talk to me my alcohol use, In talking he told me",8.0,0,bupropion-naltrexone,72
3944,jamm,Taken for 1 to 6 months,"June 11, 2023",Contrave (bupropion / naltrexone),"I started taking Contrave on April 15th, 2023, today's date is June 11th, 2023 and I've lost 30 lbs. This stuff is INTENSE! It takes a lot for my body to handle it but the nausea does subside after about 2 weeks. I have the metal taste in my mouth that some people mentioned but I just chew gum. I personally can't handle a full dose! When I take at 2 am and 2 pm I can almost feel the drugs surging through my body so I take 1 am and 1 pm. I feel like I lose more weight on the lower dose for some reason. Anyway I would recommend Contrave but only for a short period of time, I do not see this being a good thing to take long term.",10.0,0,bupropion-naltrexone,72
3945,MsKrys,Taken for 1 to 6 months,"August 13, 2017",,"Added naltrexone to my current regime which includes Bupropion about 2 months ago when I weighed in at 188lb, and although I haven't stepped on a scale since that day I can tell you that the weight is definitely coming off. The journey hasn't been without some side effects such as dry mouth, constipation, and a definite aversion to food about 85% of the time. The aversion to food took me totally by surprise since I genuinely love food.",8.0,0,bupropion-naltrexone,72
3946,Notfo...,Taken for 1 to 6 months,"February 10, 2016",,"I have been taking Contrace for 12 weeks no and haven't lost any weight. In the beginning I did have slight stomach upset and pains but well worth it to lose a few pounds, once my body adjusted the side effects went away. However I would lose a pound, then gain a pound, never lost any real weight. Good things was I didn't gain any weight. I lost over 50 pounds about 2 years ago with qsymia but hated my mood on it so much I couldn't take it anymore. My mood on Contrave was wonderful, I'm now off it and asking my doctor for a script for Wellbutrin.",2.0,0,bupropion-naltrexone,72
3947,Origi...,Taken for less than 1 month,"December 21, 2015",Contrave (bupropion / naltrexone),"I've been on 1 pill a day for a week now. The only bothersome side effect had been the restless legs and insomnia. I do great during the day, but this lack of sleep is going to catch up with me. I'm also scared to get on the scale!",5.0,0,bupropion-naltrexone,72
3948,Dragon,,"September 29, 2021",Contrave (bupropion / naltrexone),"I started last week, I am 57 and 5'2 and I am 76kgs . I have had 13 operations in the last 10 years and my thyroid doesn't work. I have tried everything from diets and pills to working out 7 days a week, which I have stopped because I have had one hip replaced and I am getting the other one done in Nov and then a knee",,0,bupropion-naltrexone,72
3949,hopin...,Taken for less than 1 month,"October 11, 2017",,"I wanted to write this review because I have taken this medicine for two days. The first time I was so sick that I threw up several times. I took it at night and was up most of the night sick. I was going to quit, but after reading reviews, decided to try one more day. I took it again last night and slept all night. I woke up early and felt better. Today I have been a little queasy, but not too bad. I am going to keep taking it to see if it gets better. I am not having any food cravings and have been able to eat really healthy today.",7.0,0,bupropion-naltrexone,72
3950,Odaat,,"November 2, 2017",,"I was already taking Wellbutrin, so my doctor added naltrexone. At first I didn't lose weight, but I was using the pills as an excuse to eat some junk food. Now my appetite is way down, and after 2 months, I started losing. Before that, I was no longer obsessed with food, what a relief after 40 years of counting calories! Since July 28 I have lost 9 pounds, I walk a couple of times a week. I drink a high protein drink in the am, a lean cuisine and an apple, and something else small at dinner. I really am not interested in food anymore, it is wonderful.",10.0,0,bupropion-naltrexone,73
3951,Jamila,Taken for less than 1 month,"January 12, 2016",Contrave (bupropion / naltrexone),"I have been taking this medication for a little over a week now, I have not weighed myself to see if there has been any weight loss. I am a 38 yr old female 230 lbs 5'2",,0,bupropion-naltrexone,73
3952,Adela...,,"January 25, 2018",Contrave (bupropion / naltrexone),"I am taking Contrave for little more than a month. I haven’t lost a pound. This medication is giving me a lot of sides effects, nausea, hot flashes, vomit and insomnia.The bad thing is that I just refilled a new prescription which costs me $100. That will going to the trash ...Good luck for those that haven’t experience any sides effects..",,0,bupropion-naltrexone,73
3953,Scott,Taken for 1 to 6 months,"May 15, 2018",Contrave (bupropion / naltrexone),"I’ve seen some very positive experiences with this medicine. I’m certainly not one of them. Most crucially it did nothing to suppress appetite or aid with weight loss. This makes all the side effects tough to bear. It completely destroyed my sexual function. It caused headaches and dizziness. It caused severe fatigue. Even stopping was hard. Withdrawal was around two weeks of headaches, lethargy, and dizzy spells. Just awful. I highly suggest you try several other meds before you try this one. It also wasn’t covered by insurance, so it runs $100/month, and even that is only because of a discount card.",1.0,0,bupropion-naltrexone,73
3954,Shagg...,,"August 3, 2015",,"I have been on Contrave for exactly 1 week. The 1st day I took the pill everything went well. The 2nd and 3rd day I experienced restless legs at night during bedtime. The remaining days I experienced extreme fatigue, some weird stuff going on in my head as if I could feel my brain moving, blurred vision and weird stuff going on with my eyes. Today I was supposed to start the 1 pill in the morning and 1 at night. However, I am still taking 1 a day due to the side effects that I have been experiencing. I am afraid to start the 2 pills a day as I feel the side effects may only get worse. Also, over the weekend I felt very nauseous and short of breath. I only lost 2-3 lbs thus far. Don't know if I can continue with the side effects.",1.0,0,bupropion-naltrexone,73
3955,Rasca...,Taken for less than 1 month,"July 6, 2018",Contrave (bupropion / naltrexone),"Started the 3rd week of Contrave yesterday, was initially down 2 lbs and then 3 down but back to only 2 lbs. Got a cold last week so have not been eating as much but still nothing major. Started back to the gym also. First week, tired, slightly dizzy, but that was it. Second week, forgot one night and took pill after dinner (about 30 minutes later) and my stomach was upset all night, but no vomiting or diarrhea, which would have helped! Third week took two pills in the AM and several hours later, extremely dizzy and funny headaches. Same thing today, and still nothing major. I am not really seeing any major change in appetite at all. I don't really feel like this pill is working, which is sad because my insurance did not cover it and I had to pay $99.00 for these things.",,0,bupropion-naltrexone,73
3956,Anonymous,,"December 13, 2015",Contrave (bupropion / naltrexone),"I've been on Contrave for 60 days. The first week was terrible. I was so sick I didn't think I could continue. And it happened again after increasing the dose. The side affects have subsided but every so often I do something really stupid like using conditioner before the shampoo or forget to rinse the shampoo before leaving the shower. All this said, I feel fine and it's working. I'm down 12 pounds. I do have trouble with my scale. If I bump it at all my weight changes dramatically. If I move it, it looks like I've gained as much 10 pounds overnight. The auto response text messages are pretty worthless. I have tried reaching out to the email support address be there has not been any response. Overall, I'll keep taking it.",8.0,0,bupropion-naltrexone,73
3957,Tton,,"July 12, 2017",,"I started taking this for fibromyalgia, due to the reports that naltrexone helps with fibro pain. I also qualified for the weight loss part of the medication, so my doctor was fine prescribing it to me. I could not tell it has done anything for weight loss but my pain is 98% gone. I can't do the full dose as it tends to keep me up at night I have found three a day works great for me. I'm wondering if anyone else has taken this for Fibro",9.0,0,bupropion-naltrexone,73
3958,Carli...,Taken for less than 1 month,"April 6, 2017",,"Starting weight about 240ish, 5'9",5.0,0,bupropion-naltrexone,73
3959,Contr...,Taken for 1 to 6 months,"August 7, 2021",,"8 weeks in, and my binge eating is gone. I’m also wanting (and having) way more sex, and achieving orgasms more often and more easily. The sex is enhanced, like wow. I’m stunned. On stressful days, I will sometimes get that urge to binge eat, but I don’t end up eating as much as before. When I drink alcohol or vape, I don’t feel anything, no euphoria or relaxation anymore. Pot gives me way worse munchies than before, so I avoid it too. I’m just sober every day now, and my mood is great, I don’t need any of that stuff anymore. I dropped my antidepressant too. Contrave is all I take now. I was dizzy and had nausea a lot the first month, but it went away. I think this drug would be a disaster for someone with a history of anorexia. I’d describe this drug as intensifying my desire to fast in the mornings, and lowering my desire to binge eat in the evenings. For me, I’ll always eat, but I would worry about someone who has psychological trouble eating.",10.0,0,bupropion-naltrexone,73
3960,Jakbl...,,"December 8, 2017",Contrave (bupropion / naltrexone),"These are a vast waste of money. I am 27 yr old. 5'5 athletic build and currently a hefty 187 (heaviest in life). I did research on this for appetite suppression. Went to my doctor, got my script and paid a whopping 101 AFTER a",1.0,0,bupropion-naltrexone,73
3961,EPF,Taken for less than 1 month,"September 11, 2021",,I took this combo for 2 days and couldn’t deal with the extreme 24 hours of non stop nausea. Even when I slept I occasionally felt it. I read some studies that said some users stopped having nausea after 1-2 weeks but honestly I can’t even think about taking it for another day longer. I still managed to go to work and attend school despite the extreme nausea but it wasn’t easy. I felt weak at times when driving and I couldn’t barely eat/drink. I did lose 1 pound but that’s probably from my lack of eating and drinking fluids. Surprisingly I didn’t throw up haha. Users beware!,2.0,0,bupropion-naltrexone,73
3962,Chand...,,"May 12, 2018",Contrave (bupropion / naltrexone),I only been taking Contrave for 2 days and since I been taking them I stay in the bathroom doing number 1's not 2's. I really cannot tell a different that because I just started it but once I've been on it in 4 months I will let you guys know my out come. Does anybody else have to use the bathroom all the time sense they been taking Contrave?,,0,bupropion-naltrexone,73
3963,abtwi...,,"November 8, 2017",Contrave (bupropion / naltrexone),"This drug was a big nope for me. I got violently ill, sweats, headache, nausea. I was unable to function and had to leave work. $99 down the drain, literally! I'm sticking with weight watchers. It works and I feel better, not worse than ever!",,0,bupropion-naltrexone,73
3964,Mike...,Taken for 6 months to 1 year,"August 12, 2022",,"I had been on this medication for about 1 year. I have paid for it out of pocket, it is very expensive. Weight is an issue I have battled with my entire life. I am 38 years old 6’2 240 lbs. I experienced dry mouth to the point where my stomach was bloated because the amount of water I was drinking and I stink with cotton mouth. The changes experienced in my digestion alone were very concerning. I have never had an issue with going to the bathroom ever not ever while using pain medicine in the past. This medicine I had to get prescribed laxative just to use the bathroom half the time that didn’t work. Over all I started using this for “weight loss” well it says “with a healthy diet you COULD experience weight loss. I did not in anyway lose weight. When I came off the medicine how ever I did lose about 13 lbs. I maintain that proper diet as a life change not a crash diet. Long story short save your money get yourself a program and follow it, you will see results.",2.0,0,bupropion-naltrexone,73
3965,Anonymous,,"May 12, 2021",Contrave (bupropion / naltrexone),"Today is day 1. Hoping for the best. Couple of question 1) how soon can I expect to see the scale move (I excise at least 3 times a week and am controlling diet) 2) I see some paid $144. I was charged $293 for 120 tabs. Is that normal? Do I need to be on Contrave for the rest of my life or can I stop and while maintaining healthy lifestyle, keep the weight off. Thanks peeps",,0,bupropion-naltrexone,73
3966,High...,,"March 1, 2022",,I just started the naltrexone along with my bupropion. I’m hopeful that this works. I’m a little concerned because I occasionally have beers on weekends. Which I’m really hoping doesn’t make me sick.,,0,bupropion-naltrexone,73
3967,GIFOX,Taken for less than 1 month,"May 25, 2017",,"I have been prescribed this medication over 2 weeks ago. I have not started yet, but after reading such positive reviews. My doctor suggested I take it at bedtime to avoid the side effects. I'm going to try that and hope I have the good weight loss some are having. I was a little leery because of the original use it is meant for. However, since reading, I am sure the end result will be beneficial.",,0,bupropion-naltrexone,73
3968,AFM,Taken for 6 months to 1 year,"January 29, 2020",Contrave (bupropion / naltrexone),I've been losing 5 lbs a months. I have stopped stress eating. Small amounts of food fill me up now.,10.0,99,bupropion-naltrexone,73
3969,Melissa,,"November 29, 2014",Contrave (bupropion / naltrexone),"So far it's not only helped with food cravings, but also sense of wellbeing and anxiety. I am way less irritable and am not comfort eating. Already lost 4 lbs in one week.",10.0,159,bupropion-naltrexone,73
3970,Savan...,,"June 6, 2020",Contrave (bupropion / naltrexone),10 days on Contrave & I’ve lost 2.15 kg Sometimes feeling spaced out but if I stay active this goes away. Nauseous on the first day only.,10.0,70,bupropion-naltrexone,73
3971,Anonymous,Taken for 1 to 6 months,"March 23, 2015",Contrave (bupropion / naltrexone),I been on Contrave for 3 1/2 months. I have lost 60lbs. I have changed my eating habits. Workout every night. I highly recommend this medicine.,10.0,143,bupropion-naltrexone,73
3972,Buca,Taken for 1 to 6 months,"February 21, 2015",Contrave (bupropion / naltrexone),I've been taking this for 4 weeks and have lost 20lbs! I don't have cravings and just a few bites and I'm full. I drink a lot of water.,8.0,116,bupropion-naltrexone,73
3973,Suntory,Taken for less than 1 month,"October 16, 2019",Contrave (bupropion / naltrexone),"Been on it for a week now and lost like a lb each day, works great, I little tired from time to time.",10.0,52,bupropion-naltrexone,73
3974,Taurus,,"April 30, 2020",Contrave (bupropion / naltrexone),"I have been taking Contrave for a while now , at the start I did have vomiting , I’m on the 2 tablets in the morning and night , I have lost just over 16 kilograms",10.0,46,bupropion-naltrexone,73
3975,TRACY...,Taken for 1 to 6 months,"October 11, 2016",Contrave (bupropion / naltrexone),You start out nauseous but work through that and its worth it. 16 pounds down in a month and a week and still going.,9.0,76,bupropion-naltrexone,74
3976,Evema...,Taken for less than 1 month,"March 11, 2015",Contrave (bupropion / naltrexone),"Believe or not, I lost 15 POUNDS in one week, thats incredible, when I start my weight was 185, now one week and one day my weight is 170, I combine the pill with a littl work out and healthy food.",10.0,81,bupropion-naltrexone,74
3977,Pen,Taken for less than 1 month,"September 24, 2020",Contrave (bupropion / naltrexone),"I have been on contrave for 4weeks. Only side effect nasty head aches. I lost no weight at all , even on a very low cal diet .",1.0,34,bupropion-naltrexone,74
3978,CCkumar,Taken for less than 1 month,"September 11, 2016",Contrave (bupropion / naltrexone),I've been taking contrave for 2weeks now and I lost 12lbs my starting weight was 222 and now I'm 210 I havent experienced any headaches no nausea,10.0,66,bupropion-naltrexone,74
3979,Nae-Nae,Taken for less than 1 month,"April 4, 2015",Contrave (bupropion / naltrexone),"I checked in my first week on Contrave and had lost 4lbs I have been on it 3 weeks and am down 14lbs. Still no I'll side effects, sometimes if I eat too much I feel as if I will be sick.",9.0,70,bupropion-naltrexone,74
3980,Anonymous,Taken for 1 to 6 months,"January 26, 2020",Contrave (bupropion / naltrexone),I have been on contrave for ten weeks . Only lost 2.5 kgs Could be water weight I completely changed diet and exercise more. Very expensive $238.00 Bad side effects,2.0,32,bupropion-naltrexone,74
3981,fatty...,Taken for 1 to 6 months,"August 16, 2015",Contrave (bupropion / naltrexone),I have been on Contrave for 4 months and I am so happy with the results. I have lost a total of 62lbs. I will continue to take this pill until I reach the goal that I happy with.,10.0,59,bupropion-naltrexone,74
3982,Nicol...,,"January 11, 2017",Contrave (bupropion / naltrexone),Great for stopping cravings!,10.0,50,bupropion-naltrexone,74
3983,Gru,Taken for 6 months to 1 year,"January 9, 2020",Contrave (bupropion / naltrexone),I felt okay but my kidney function declined. Rebounded when I stopped the prescription.,7.0,31,bupropion-naltrexone,74
3984,NYCPa...,,"December 5, 2014",Contrave (bupropion / naltrexone),"I took this medication for a week and just couldn't tolerate it. I did lose weight, but the side effects (gastric distress, nausea) were so bad I had to discontinue it.",2.0,61,bupropion-naltrexone,74
3985,swmpls,,"January 28, 2015",Contrave (bupropion / naltrexone),"I'm not sure I can do this medication. I feel dizzy and extremely of it. I'm on my 3 day, hoping the side effects go away. But my appetite is definitely curbed.",3.0,58,bupropion-naltrexone,74
3986,Mahehe,,"March 28, 2015",Contrave (bupropion / naltrexone),Lost 8.8 lbs week one. A little jittery and dry mouth for side effects. So far so good!,9.0,55,bupropion-naltrexone,74
3987,Rodukes,Taken for 1 to 6 months,"March 7, 2016",Contrave (bupropion / naltrexone),To DIVERGIRL Just bring your rx to another pharmacy and don't give them any insurance info...tell them u don't have any and you only have the coupon card..it shouldn't cost you more than 60-70$,8.0,50,bupropion-naltrexone,74
3988,Soraya,,"December 17, 2014",Contrave (bupropion / naltrexone),I tried Contrave and could not stand the nausea and vomiting. Sick to my stomach. I didn't appreciate the side effects really.,1.0,55,bupropion-naltrexone,74
3989,Chris,Taken for 1 to 6 months,"June 30, 2019",Contrave (bupropion / naltrexone),This medication did not start working until week 4. At the end of the 4th week I lost 5 pounds. Looking forward to seeing what week 5 brings. I need to lose 55 pounds.,10.0,31,bupropion-naltrexone,74
3990,Paulr,,"July 27, 2015",Contrave (bupropion / naltrexone),"40lbs in 8 weeks, stopped the cravings , I don't feel addicted to food since I started taking it, for me it has been a miracle.",10.0,51,bupropion-naltrexone,74
3991,Poor...,Taken for 1 to 6 months,"July 19, 2015",Contrave (bupropion / naltrexone),"On Contrave and Scale Down for about 6 months, down 47 pounds. Some side effects at first, none now. I plan to continue until the job is done. I'm thankful this medication became available.",10.0,48,bupropion-naltrexone,74
3992,AnnaDG,Taken for less than 1 month,"January 4, 2015",Contrave (bupropion / naltrexone),"I'm going on 3 weeks and the side effects dizziness, nausea is to strong I don't think I'll be able to continue I feel so sick.",1.0,50,bupropion-naltrexone,74
3993,Marie,,"December 10, 2016",Contrave (bupropion / naltrexone),I don't know if you loose weight on this or not. I have taken 3 pills and it makes me dizzy and vomit. I won't continue with this medication since I can't afford to leave work every time I take it.,1.0,40,bupropion-naltrexone,74
3994,Kmf,Taken for less than 1 month,"April 28, 2015",Contrave (bupropion / naltrexone),"Starting weight 194 3 weeks later 181. Very few side effects,fill up faster curbs cravings and I am happier!",10.0,47,bupropion-naltrexone,74
3995,Lawm,,"December 7, 2016",Contrave (bupropion / naltrexone),Seems to be working appetite is under control the side effects r no longer been taken about a month now but the cost seems to be very high,6.0,38,bupropion-naltrexone,74
3996,Tonya...,Taken for 1 to 6 months,"March 14, 2016",Contrave (bupropion / naltrexone),Ive been on contrave a little over a month. No side effects for me. Lost 15 pounds already.,9.0,41,bupropion-naltrexone,74
3997,KJHayes,,"September 25, 2016",Contrave (bupropion / naltrexone),I started contrave in April 2016- at first I had the nausea and was dizzy but it finally stopped after about 30 days. I started out at 221 lb and now at 180. Tickled to death with the results.,10.0,38,bupropion-naltrexone,74
3998,Anonymous,,"December 14, 2015",Contrave (bupropion / naltrexone),"I have been on Contrave for 5 weeks. Started at 346, on my way to 200. I have lost 42 lbs and not had a craving for any food or alcohol the entire time. No side effects.",10.0,39,bupropion-naltrexone,74
3999,Anonymous,Taken for 1 to 6 months,"January 9, 2018",Contrave (bupropion / naltrexone),"I love it, lost 25lbs in less than 6 months. I have no side effects.",9.0,30,bupropion-naltrexone,74
4000,Great...,Taken for 1 to 6 months,"December 23, 2017",Contrave (bupropion / naltrexone),Lost 38 pounds in 2 1/2 months.,10.0,29,bupropion-naltrexone,75
4001,Estatic,,"August 2, 2017",Contrave (bupropion / naltrexone),I started Contrave back on May 15th and have lost 30 pounds. No side affects.,,30,bupropion-naltrexone,75
4002,Melhmmr,,"September 15, 2015",Contrave (bupropion / naltrexone),"I have lost 40lbs, feel better, more energy. I recommend it to anyone that has tried everything like myself",10.0,36,bupropion-naltrexone,75
4003,Kit,Taken for less than 1 month,"January 31, 2020",Contrave (bupropion / naltrexone),"I have been taking Contrave for 2 weeks. Came off if it ashad horrible nausea, chills, excessive sweating. Feeling like overall horrible.",1.0,19,bupropion-naltrexone,75
4004,Chens...,,"April 11, 2015",Contrave (bupropion / naltrexone),"Horrible side effects of nausea, dizziness and zero appetite. Dropped 18 lbs in 39 days. Still losing.",8.0,37,bupropion-naltrexone,75
4005,coco,,"February 14, 2016",Contrave (bupropion / naltrexone),I've been on it 3 weeks now and I've lost 19 pounds without exercise. It has cause very bad headaches and dizziness. But the weight is coming off.,10.0,33,bupropion-naltrexone,75
4006,fatty...,Taken for less than 1 month,"May 7, 2015",Contrave (bupropion / naltrexone),I have been on this medication for three weeks and have lost 18.8 lbs. No more cravings and no side effects at all. Loving it!!!,10.0,34,bupropion-naltrexone,75
4007,Andrew,,"January 6, 2016",Contrave (bupropion / naltrexone),Started taking contrave seven months ago and have lost 103 lbs with little to no side effects. I use an app,10.0,30,bupropion-naltrexone,75
4008,Over4...,Taken for 1 to 6 months,"September 8, 2019",Contrave (bupropion / naltrexone),"I have taken Contrave for over 4 months. Not ONE pound lost even with added walking to my family routine. Also, I do not overeat. I am so disappointed",1.0,18,bupropion-naltrexone,75
4009,KimG,Taken for 1 to 6 months,"December 13, 2015",Contrave (bupropion / naltrexone),No appetite and no cravings. 30 pounds gone in 10 weeks.,10.0,30,bupropion-naltrexone,75
4010,keeKee...,Taken for less than 1 month,"January 29, 2015",Contrave (bupropion / naltrexone),I have been taking Contrave for 2 weeks now. No side effects but I don't feel its craving my appetite and I haven't lost but a few pounds. I'll try something different in my eating next week.,,32,bupropion-naltrexone,75
4011,Anonymous,,"June 2, 2017",Contrave (bupropion / naltrexone),"17 days, down 15 pounds. Works great.. not hungry and feel full fast",10.0,25,bupropion-naltrexone,75
4012,Lucy,,"March 30, 2015",Contrave (bupropion / naltrexone),Down 20lbs since Jan 5th! No side effects except for my hair falling out more than normal,9.0,31,bupropion-naltrexone,75
4013,Landi...,,"November 16, 2016",Contrave (bupropion / naltrexone),Just started contrave today. Wish me luck.!!!,5.0,26,bupropion-naltrexone,75
4014,Anonymous,Taken for 1 to 6 months,"June 9, 2017",Contrave (bupropion / naltrexone),I have been on contrave for two months. I'm 6'3,,23,bupropion-naltrexone,75
4015,Jenn...,Taken for less than 1 month,"December 31, 2015",Contrave (bupropion / naltrexone),Lost 17 pounds in 3 weeks with no exercise mild nausea but overall a great experience,9.0,27,bupropion-naltrexone,75
4016,Grand,Taken for less than 1 month,"March 8, 2017",Contrave (bupropion / naltrexone),"On day 5, not hungry but so tired I can barely function. Hopefully it will go away. Hate feeling tired and foggy.",5.0,23,bupropion-naltrexone,75
4017,joe,Taken for less than 1 month,"December 30, 2016",Contrave (bupropion / naltrexone),"Have not tried it but after reading the reviews & the side effects & also that my doctor would not recommend this product plus the high price, definitely will not be trying it.",,23,bupropion-naltrexone,75
4018,Moren...,Taken for less than 1 month,"October 7, 2016",Contrave (bupropion / naltrexone),So far I'm losing weight only be using for a week.,8.0,23,bupropion-naltrexone,75
4019,Skinn...,Taken for 6 months to 1 year,"December 5, 2017",Contrave (bupropion / naltrexone),Have been on contrave for nine months now and have lost 72 lbs. weight loss is slower now but I am still losing. Only side effects have been constipation and dry mouth but both have been tolerable,10.0,20,bupropion-naltrexone,75
4020,Danad...,,"April 24, 2015",Contrave (bupropion / naltrexone),I have been on Contrave for three weeks. So far I have lost 11lbs. The side affects gets better after a while. I take 2/2.,,26,bupropion-naltrexone,75
4021,Anonymous,Taken for less than 1 month,"June 22, 2017",Contrave (bupropion / naltrexone),"I've had appetite loss, I would take a couple of bites and I appear to be full .I also walk two miles everyday after work, have not weighed in, because it's only been a week.",10.0,20,bupropion-naltrexone,75
4022,Lynda,Taken for less than 1 month,"March 8, 2023",,"First day, I felt extremely tired! I been on 450 of wellbrutin for 20 years with no issues. 12.5 first day extremely tired and chills. Has anyone else had those symptoms and how long did they last?",5.0,2,bupropion-naltrexone,75
4023,Bigmo...,,"April 22, 2017",Contrave (bupropion / naltrexone),"Started Contrave 4/17/2017. It works lost 4 pounds, no side affects except extreme dry mouth which I drinks plenty of water. I take 2 pills daily.",10.0,20,bupropion-naltrexone,75
4024,Kkano,Taken for 1 to 6 months,"July 31, 2019",Contrave (bupropion / naltrexone),It made me nauseated and felt like a weight was in my head. Just a very unwell feeling. I took it for 30 days and didn't lose a pound.,1.0,14,bupropion-naltrexone,75
4025,tmv,Taken for less than 1 month,"December 13, 2015",Contrave (bupropion / naltrexone),I been on contrave for 1week and 2 days . I already lost 10 lbs I'm so excited. It curbs my appetite. I had no side effect .,9.0,23,bupropion-naltrexone,76
4026,Blude...,,"September 15, 2016",Contrave (bupropion / naltrexone),I've been taking Contrave for 6 days now and I'm down 5 pounds. I hope the weight loss continues.,7.0,21,bupropion-naltrexone,76
4027,Nosimaj,,"January 18, 2015",Contrave (bupropion / naltrexone),"I'm starting my diet on 1/19/15, so excited.. I'll report back in 1month with my results.. Thank you for your reviews..",10.0,24,bupropion-naltrexone,76
4028,Anonymous,Taken for 1 to 6 months,"October 6, 2016",Contrave (bupropion / naltrexone),Took the medication for 2 months loss about 12lbs than all my liver enzymes went up had to stop,8.0,20,bupropion-naltrexone,76
4029,Dan,Taken for 1 to 6 months,"August 27, 2019",Contrave (bupropion / naltrexone),Tried Contrave for 4 months. Absolutely no benefit. There were no side effects either. At $300 a bottle better save for a few months and go to a weight spa.,1.0,13,bupropion-naltrexone,76
4030,Geanea,,"April 8, 2015",Contrave (bupropion / naltrexone),Today I started the 2 in the morning 1 in the evening dosage. I am so lethargic and sleepy I even took a nap on my lunch break. I haven't lost any weight either.,1.0,23,bupropion-naltrexone,76
4031,Mp0418,Taken for 1 to 6 months,"April 5, 2016",Contrave (bupropion / naltrexone),I have lost 20 lbs in 35 days . I feel great . My doctor scaled down my dosage do to me feeling light headed in the 4 week.,9.0,20,bupropion-naltrexone,76
4032,Jaci,Taken for less than 1 month,"April 9, 2016",Contrave (bupropion / naltrexone),Today is day 1 for me! I'm very hopeful! Nervous about the side effects but very hopeful! Wish me luck!! I'll update in a month!,,20,bupropion-naltrexone,76
